Subject,response,corrected_response,entry_number,response_times,domain
6XD6NVVO,sociology,sociology,12,2688,college_majors
6XD6NVVO,biology,biology,13,2284,college_majors
6XD6NVVO,neurosience,neuroscience,14,3137,college_majors
6XD6NVVO,comp pshy,computer science,15,6007,college_majors
6XD6NVVO,Taylor Swift,taylor swift,1,4484,musicians
6XD6NVVO,John Lennon,john lennon,2,4833,musicians
6XD6NVVO,Pink Pantheress,pinkpantheress,3,10287,musicians
6XD6NVVO,Mozart,mozart,4,5945,musicians
6XD6NVVO,BTS,bts,5,7639,musicians
6XD6NVVO,Chappel Roan,chappell roan,6,6112,musicians
6XD6NVVO,Ariana Grande,ariana grande,7,7359,musicians
6XD6NVVO,Elton John,elton john,8,3390,musicians
6XD6NVVO,Billy Joel,billy joel,9,3917,musicians
6XD6NVVO,Cardi B,cardi b,10,5300,musicians
6XD6NVVO,Micheal Jordan,michael jordan,1,6429,sportspersons
6XD6NVVO,LeBron James,lebron james,2,4994,sportspersons
6XD6NVVO,Serena Williams,serena williams,3,4692,sportspersons
6XD6NVVO,Giannis Adentokoubo,giannis antetokounmpo,4,32434,sportspersons
73N2RQWR,duck,duck,1,1675,animals
73N2RQWR,bird,bird,2,1088.9,animals
73N2RQWR,cow,cow,3,1042.3,animals
73N2RQWR,chicken,chicken,4,2157.2,animals
73N2RQWR,pig,pig,5,1740.3,animals
73N2RQWR,horse,horse,6,1167.7,animals
73N2RQWR,sheep,sheep,7,1876.2,animals
73N2RQWR,lamb,lamb,8,2154.1,animals
73N2RQWR,dog,dog,9,2252.4,animals
73N2RQWR,cat,cat,10,1239.2,animals
73N2RQWR,snake,snake,11,4769,animals
73N2RQWR,iguana,iguana,12,1945.6,animals
73N2RQWR,lizard,lizard,13,2148,animals
73N2RQWR,salamander,salamander,14,2660.1,animals
73N2RQWR,finch,finch,15,4056.1,animals
73N2RQWR,dinosaur,dinosaur,16,2594.1,animals
73N2RQWR,lemur,lemur,17,2196.2,animals
73N2RQWR,monkey,monkey,18,1467.8,animals
73N2RQWR,ape,ape,19,1002.3,animals
73N2RQWR,ferrett,ferret,20,7656.7,animals
73N2RQWR,seal,seal,21,1168.3,animals
73N2RQWR,lion,lion,22,1916.9,animals
73N2RQWR,sea lion,sea lion,23,2055.5,animals
73N2RQWR,whale,whale,24,1694.3,animals
73N2RQWR,manatee,manatee,25,1892,animals
73N2RQWR,shrimp,shrimp,26,2999.5,animals
73N2RQWR,lisa kleypas,lisa kleypas,1,2699.4,authors
73N2RQWR,martha waters,martha waters,2,4049.5,authors
73N2RQWR,elena armas,elena armas,3,9407.6,authors
73N2RQWR,patty blount,patty blount,4,3514.5,authors
73N2RQWR,abby jiminez,abby jimenez,5,4975.4,authors
73N2RQWR,sarah j maas,sarah j. maas,6,4235.6,authors
73N2RQWR,marissa meyer,marissa meyer,7,4169.2,authors
73N2RQWR,uzma jalaluddin,uzma jalaluddin,8,6046.9,authors
73N2RQWR,sk ali,s. k. ali,9,2230.2,authors
73N2RQWR,shannon chakraborty,shannon chakraborty,10,5170.5,authors
73N2RQWR,hala alyan,hala alyan,11,7004.8,authors
73N2RQWR,rainbowo rowell,rainbow rowell,12,6386.6,authors
73N2RQWR,neuroscience,neuroscience,1,3136.2,college_majors
73N2RQWR,psychology,psychology,2,2447.2,college_majors
73N2RQWR,biochemistry,biochemistry,3,2620,college_majors
73N2RQWR,biology,biology,4,2104.9,college_majors
73N2RQWR,chemistry,chemistry,5,3473,college_majors
73N2RQWR,anthropology,anthropology,6,4663.5,college_majors
73N2RQWR,sociology,sociology,7,4122.6,college_majors
73N2RQWR,visual arts,visual arts,8,4532.6,college_majors
73N2RQWR,theater,theater,9,1428.3,college_majors
73N2RQWR,dance,dance,10,1166.3,college_majors
73N2RQWR,math,math,11,3732.8,college_majors
73N2RQWR,physics,physics,12,2231.3,college_majors
73N2RQWR,government,government,13,4237.9,college_majors
73N2RQWR,legal studies,legal studies,14,2239,college_majors
73N2RQWR,public health,public health,15,3659.3,college_majors
73N2RQWR,economics,economics,16,2441,college_majors
73N2RQWR,language,language,17,2533.6,college_majors
73N2RQWR,latin america,latin american studies,18,6505.1,college_majors
73N2RQWR,selena gomez,selena gomez,1,6087.8,musicians
73N2RQWR,shawn mendes,shawn mendes,2,6219.1,musicians
73N2RQWR,camilla cabello,camila cabello,3,6429.6,musicians
73N2RQWR,selena,selena gomez,4,2608.8,musicians
73N2RQWR,bridgit mendler,bridgit mendler,5,5592.5,musicians
73N2RQWR,billie eilish,billie eilish,6,6398.8,musicians
73N2RQWR,arianna granda,ariana grande,7,4660.8,musicians
73N2RQWR,doja cat,doja cat,8,4923.2,musicians
73N2RQWR,travis scott,travis scott,9,3234.9,musicians
73N2RQWR,kendrick lamar,kendrick lamar,10,3147.5,musicians
73N2RQWR,drake,drake,11,1553.5,musicians
73N2RQWR,snoop dogg,snoop dogg,12,2957.7,musicians
73N2RQWR,katy perry,katy perry,13,2069.8,musicians
73N2RQWR,kali,kali uchis,14,3746.4,musicians
73N2RQWR,usain bolt,usain bolt,1,3579.1,sportspersons
73N2RQWR,neymar,neymar,2,2183.5,sportspersons
73N2RQWR,messir,lionel messi,3,1379,sportspersons
73N2RQWR,ronaldo,cristiano ronaldo,4,2884.1,sportspersons
73N2RQWR,maradona,diego maradona,5,3436.7,sportspersons
73N2RQWR,pele,pelé,6,1080.6,sportspersons
73N2RQWR,gabby thomas,gabby thomas,7,2978.4,sportspersons
73N2RQWR,simone biles,simone biles,8,5153,sportspersons
73N2RQWR,aly raisman,aly raisman,9,6804.3,sportspersons
73N2RQWR,serena williams,serena williams,10,7922.8,sportspersons
73N2RQWR,venus williams,venus williams,11,4007.8,sportspersons
73N2RQWR,billie jean,billie jean king,12,5325.1,sportspersons
73N2RQWR,michael jordon,michael jordan,13,7319.1,sportspersons
7SUXPU9Y,cat,cat,1,2679,animals
7SUXPU9Y,dog,dog,2,1169,animals
7SUXPU9Y,snake,snake,3,1391,animals
7SUXPU9Y,tiger,tiger,4,1318,animals
7SUXPU9Y,monkey,monkey,5,1424,animals
7SUXPU9Y,snail,snail,6,2520,animals
7SUXPU9Y,worm,worm,7,1408,animals
7SUXPU9Y,bird,bird,8,2422,animals
7SUXPU9Y,salamander,salamander,9,7014,animals
7SUXPU9Y,lice,lice,10,4001,animals
7SUXPU9Y,leech,leech,11,2727,animals
7SUXPU9Y,lizard,lizard,12,7067,animals
7SUXPU9Y,elephant,elephant,13,2323,animals
7SUXPU9Y,giraffee,giraffe,14,1829,animals
7SUXPU9Y,lion,lion,15,5240,animals
7SUXPU9Y,starfish,starfish,16,5683,animals
7SUXPU9Y,mussel,mussel,17,1793,animals
7SUXPU9Y,crab,crab,18,6834,animals
7SUXPU9Y,Edgar allan poe,edgar allan poe,1,4230,authors
7SUXPU9Y,jk rowling,j.k. rowling,2,10404,authors
7SUXPU9Y,rick riordan,rick riordan,3,8782,authors
7SUXPU9Y,shakespeare,william shakespeare,4,7608,authors
7SUXPU9Y,dr seuss,dr. seuss,5,9350,authors
7SUXPU9Y,math,math,1,2780,college_majors
7SUXPU9Y,history,history,2,1620,college_majors
7SUXPU9Y,chemistry,chemistry,3,2200,college_majors
7SUXPU9Y,physics,physics,4,1605,college_majors
7SUXPU9Y,classics,classics,5,1628,college_majors
7SUXPU9Y,gender studies,gender studies,6,5713,college_majors
7SUXPU9Y,business,business,7,10675,college_majors
7SUXPU9Y,economics,economics,8,1776,college_majors
7SUXPU9Y,music,music,9,4643,college_majors
7SUXPU9Y,government,government,10,4755,college_majors
7SUXPU9Y,nursing,nursing,11,2978,college_majors
7SUXPU9Y,geology,geology,12,8073,college_majors
7SUXPU9Y,english,english,13,11294,college_majors
7SUXPU9Y,motley crue,motley crue,1,3276,musicians
7SUXPU9Y,my chemical romance,my chemical romance,2,3814,musicians
7SUXPU9Y,Elliot smith,elliott smith,3,2256,musicians
7SUXPU9Y,the beatles,the beatles,4,2184,musicians
7SUXPU9Y,los ángeles azules,los ángeles azules,5,7612,musicians
7SUXPU9Y,don omar,don omar,6,2648,musicians
7SUXPU9Y,pitbull,pitbull,7,2592,musicians
7SUXPU9Y,shakira,shakira,8,2175,musicians
7SUXPU9Y,beyonce,beyoncé,9,2987,musicians
7SUXPU9Y,kali uchis,kali uchis,10,9723,musicians
7SUXPU9Y,dance Gavin dance,dance gavin dance,11,10690,musicians
7SUXPU9Y,thalia,thalía,12,7931,musicians
7SUXPU9Y,kobe,kobe bryant,1,2724,sportspersons
7SUXPU9Y,ochoa,guillermo ochoa,2,8672,sportspersons
7SUXPU9Y,neymar,neymar,3,3661,sportspersons
7SUXPU9Y,ronaldo,cristiano ronaldo,4,1901,sportspersons
7SUXPU9Y,messi,lionel messi,5,5400,sportspersons
7SUXPU9Y,kelce,travis kelce,6,9942,sportspersons
7SUXPU9Y,jordan,michael jordan,7,13524,sportspersons
86EKSDZC,giraffe,giraffe,1,2577.2,animals
86EKSDZC,cat,cat,2,770.8,animals
86EKSDZC,dog,dog,3,775.8,animals
86EKSDZC,hippo,hippo,4,1140.3,animals
86EKSDZC,lon,lion,5,1317.3,animals
86EKSDZC,lion,lion,6,2232.1,animals
86EKSDZC,tiger,tiger,7,1372,animals
86EKSDZC,elephant,elephant,8,2828.4,animals
86EKSDZC,camel,camel,9,2177,animals
86EKSDZC,bird,bird,10,1947.8,animals
86EKSDZC,parrot,parrot,11,1125.5,animals
86EKSDZC,hawk,hawk,12,1241.8,animals
86EKSDZC,sparrow,sparrow,13,1125,animals
86EKSDZC,dove,dove,14,1254.4,animals
86EKSDZC,carnidal,cardinal,15,2620.5,animals
86EKSDZC,jay,jay,16,2817.1,animals
86EKSDZC,bear,bear,17,6857.8,animals
86EKSDZC,wolf,wolf,18,2193.9,animals
86EKSDZC,bull,bull,19,1627.2,animals
86EKSDZC,cow,cow,20,920.4,animals
86EKSDZC,crocodile,crocodile,21,1666.7,animals
86EKSDZC,alligator,alligator,22,3641.8,animals
86EKSDZC,tardigrade,tardigrade,23,5283.8,animals
86EKSDZC,fish,fish,24,3157.9,animals
86EKSDZC,shark,shark,25,829.6,animals
86EKSDZC,whale,whale,26,1450,animals
86EKSDZC,oyster,oyster,27,3657.9,animals
86EKSDZC,clam,clam,28,1329.7,animals
86EKSDZC,Martin,martin,1,2087.3,authors
86EKSDZC,Shelley,mary shelley,2,3299.9,authors
86EKSDZC,Longfellow,henry wadsworth longfellow,3,2297.6,authors
86EKSDZC,Wordsworth,william wordsworth,4,2729.6,authors
86EKSDZC,Rowling,j.k. rowling,5,1791.8,authors
86EKSDZC,Hemingway,ernest hemingway,6,2429.9,authors
86EKSDZC,Bronte,brontë sisters,7,4898.8,authors
86EKSDZC,Tolstoy,leo tolstoy,8,4329.4,authors
86EKSDZC,Kafka,franz kafka,9,2250.1,authors
86EKSDZC,Mull,mull,10,5754.6,authors
86EKSDZC,Sanderson,brandon sanderson,11,2078.9,authors
86EKSDZC,Morgan,morgan,12,4163.9,authors
86EKSDZC,Riordan,rick riordan,13,2999.2,authors
86EKSDZC,Colfer,eoin colfer,14,5910.7,authors
86EKSDZC,Milne,a. a. milne,15,3988.5,authors
86EKSDZC,Miller,miller,16,2412.3,authors
86EKSDZC,History,history,1,2547.1,college_majors
86EKSDZC,Art History,art history,2,2163.5,college_majors
86EKSDZC,Engineering,engineering,3,1627.1,college_majors
86EKSDZC,Bio,biology,4,1305.9,college_majors
86EKSDZC,Physics,physics,5,1149.6,college_majors
86EKSDZC,Chem,chemistry,6,978.9,college_majors
86EKSDZC,Geology,geology,7,2104.4,college_majors
86EKSDZC,Neuroscience,neuroscience,8,3800,college_majors
86EKSDZC,Psych,psychology,9,1272.5,college_majors
86EKSDZC,English,english,10,8165.8,college_majors
86EKSDZC,Italian,italian,11,1361.7,college_majors
86EKSDZC,japanese,japanese,12,1153.8,college_majors
86EKSDZC,Chinese,chinese,13,1346.1,college_majors
86EKSDZC,Asian Studies,asian studies,14,3703.6,college_majors
86EKSDZC,Russian,russian,15,3860.8,college_majors
86EKSDZC,French,french,16,4782.6,college_majors
86EKSDZC,Gov,government,17,3794.7,college_majors
86EKSDZC,Math,mathematics,18,3612.1,college_majors
86EKSDZC,EOS,eos,19,6137.6,college_majors
86EKSDZC,DCS,dcs,20,1270.9,college_majors
86EKSDZC,Laroi,the kid laroi,1,1818.9,musicians
86EKSDZC,Justin Bieber,justin bieber,2,2467,musicians
86EKSDZC,Nicki minaj,nicki minaj,3,1790.2,musicians
86EKSDZC,Cardi B,cardi b,4,1608.8,musicians
86EKSDZC,Selena Gomex,selena gomez,5,4468.6,musicians
86EKSDZC,Doja Cat,doja cat,6,2339.3,musicians
86EKSDZC,Ariana Grande,ariana grande,7,4791.1,musicians
86EKSDZC,Ava Max,ava max,8,1999.4,musicians
86EKSDZC,Taylor Swift,taylor swift,9,3626.4,musicians
86EKSDZC,Noah Kahan,noah kahan,10,3382.7,musicians
86EKSDZC,Dolly Parton,dolly parton,11,2900.8,musicians
86EKSDZC,CentralCee,central cee,12,4003.8,musicians
86EKSDZC,Eminem,eminem,13,3395.3,musicians
86EKSDZC,Kendrick Lamar,kendrick lamar,14,4191.2,musicians
86EKSDZC,Drake,drake,15,1619.9,musicians
86EKSDZC,Lil Yachty,lil yachty,16,3618.9,musicians
86EKSDZC,Lil Baby,lil baby,17,1469.3,musicians
86EKSDZC,DaBaby,dababy,18,1783.8,musicians
86EKSDZC,Dua Lipa,dua lipa,19,3484.4,musicians
86EKSDZC,BlackPink,blackpink,20,3045.3,musicians
86EKSDZC,Twice,twice,21,847.4,musicians
86EKSDZC,fitzgerald,fitzgerald,1,5624.9,sportspersons
86EKSDZC,brady,tom brady,2,1341.1,sportspersons
86EKSDZC,gronk,rob gronkowski,3,2584.4,sportspersons
86EKSDZC,bilen,bilen,4,3443.1,sportspersons
86EKSDZC,malinin,ilia malinin,5,3132.6,sportspersons
86EKSDZC,phelps,michael phelps,6,5864,sportspersons
86EKSDZC,beast mode,marshawn lynch,7,2847.1,sportspersons
86EKSDZC,mayfield,baker mayfield,8,8420.5,sportspersons
86EKSDZC,lamar jackson,lamar jackson,9,5670.9,sportspersons
86EKSDZC,bradshaw,terry bradshaw,10,4254.5,sportspersons
86EKSDZC,rothelisberger,ben roethlisberger,11,4250.2,sportspersons
86EKSDZC,chub,nick chubb,12,6287,sportspersons
86EKSDZC,butkis,dick butkus,13,1566.6,sportspersons
86EKSDZC,madden,john madden,14,1861.1,sportspersons
86EKSDZC,babe,babe ruth,15,2627.1,sportspersons
8BL6X7AX,cat,cat,1,1750,animals
8BL6X7AX,dog,dog,2,1582,animals
8BL6X7AX,zebra,zebra,3,1852,animals
8BL6X7AX,lamb,lamb,4,3012,animals
8BL6X7AX,mouse,mouse,5,2183,animals
8BL6X7AX,beaver,beaver,6,3556,animals
8BL6X7AX,fishes,fish,7,8567,animals
8BL6X7AX,birs,birds,8,2324,animals
8BL6X7AX,bacteria,bacteria,9,6899,animals
8BL6X7AX,humans,humans,10,2002,animals
8BL6X7AX,goats,goats,11,3190,animals
8BL6X7AX,catipilars,caterpillars,12,4137,animals
8BL6X7AX,insects,insects,13,5064,animals
8BL6X7AX,tony morrison,toni morrison,1,19474,authors
8BL6X7AX,sutherfordm,s. e. hinton,2,10504,authors
8BL6X7AX,business,business,1,5245,college_majors
8BL6X7AX,econ,econ,2,1403,college_majors
8BL6X7AX,gender studies,gender studies,3,6674,college_majors
8BL6X7AX,russian,russian,4,2501,college_majors
8BL6X7AX,gov,gov,5,5329,college_majors
8BL6X7AX,math,math,6,6609,college_majors
8BL6X7AX,biochem,biochem,7,3494,college_majors
8BL6X7AX,chem,chem,8,1671,college_majors
8BL6X7AX,bio,bio,9,847,college_majors
8BL6X7AX,comp sci,comp sci,10,11998,college_majors
8BL6X7AX,dcs,dcs,11,4559,college_majors
8BL6X7AX,don toliver,don toliver,1,5314,musicians
8BL6X7AX,masego,masego,2,5344,musicians
8BL6X7AX,drake,drake,3,2154,musicians
8BL6X7AX,rhiana,rihanna,4,4847,musicians
8BL6X7AX,bobby shmurda,bobby shmurda,5,7263,musicians
8BL6X7AX,lil teca,lil tecca,6,2272,musicians
8BL6X7AX,lil baby,lil baby,7,3400,musicians
8BL6X7AX,backseatlovers,the backseat lovers,8,9382,musicians
8BL6X7AX,harry styles,harry styles,9,5388,musicians
8BL6X7AX,taylorswisft,taylor swift,10,5858,musicians
8BL6X7AX,caleb,caleb,11,7604,musicians
8BL6X7AX,Lebron,lebron james,1,7651,sportspersons
8BL6X7AX,kobe,kobe bryant,2,2104,sportspersons
8BL6X7AX,messi,lionel messi,3,1468,sportspersons
8BL6X7AX,ronaldo,cristiano ronaldo,4,1787,sportspersons
8JEQ20SU,Dog,dog,1,16033.5,animals
8JEQ20SU,cat,cat,2,3284.1,animals
8JEQ20SU,cow,cow,3,1159.7,animals
8JEQ20SU,pig,pig,4,4479.1,animals
8JEQ20SU,sheep,sheep,5,1554.7,animals
8JEQ20SU,goat,goat,6,4145.7,animals
8JEQ20SU,chicken,chicken,7,3463.1,animals
8JEQ20SU,duck,duck,8,3634.5,animals
8JEQ20SU,turkey,turkey,9,3267.4,animals
8JEQ20SU,goose,goose,10,3397.9,animals
8JEQ20SU,rabbit,rabbit,11,4099.6,animals
8JEQ20SU,deer,deer,12,3896.6,animals
8JEQ20SU,elk,elk,13,3368,animals
8JEQ20SU,William Shakespeare,william shakespeare,1,27175.3,authors
8JEQ20SU,Jane Austen,jane austen,2,4833.1,authors
8JEQ20SU,Charles Dickens,charles dickens,3,4903.9,authors
8JEQ20SU,Mark Twain,mark twain,4,5972.1,authors
8JEQ20SU,Scott Fitzgerald,f. scott fitzgerald,5,4269.5,authors
8JEQ20SU,Franz Kafka,franz kafka,6,7992.7,authors
8JEQ20SU,chemistry,chemistry,1,4920,college_majors
8JEQ20SU,biology,biology,2,2595.9,college_majors
8JEQ20SU,math,math,3,1981.3,college_majors
8JEQ20SU,english,english,4,2491.9,college_majors
8JEQ20SU,psychology,psychology,5,17495.4,college_majors
8JEQ20SU,sociology,sociology,6,3100.3,college_majors
8JEQ20SU,physics,physics,7,10022.1,college_majors
8JEQ20SU,Taylor Swift,taylor swift,1,23824.5,musicians
8JEQ20SU,Bruno Mars,bruno mars,2,5307.5,musicians
8JEQ20SU,The Weeknd,the weeknd,3,3977.2,musicians
8JEQ20SU,Harry Styles,harry styles,4,5755.3,musicians
8JEQ20SU,Lady Gaga,lady gaga,5,3619.2,musicians
8JEQ20SU,Katy Perry,katy perry,6,3926.3,musicians
8JEQ20SU,Olivia Rodrigo,olivia rodrigo,7,4109.3,musicians
8JEQ20SU,Adele,adele,8,7186.5,musicians
8JEQ20SU,"Lionel Messi, Cristiano Ronaldo, Neymar, Kylian Mbappe, Erling Haaland, Luka Modric, Zinedine Zidane, David Beckham, Ronaldinho, Pele, Diego Maradon","lionel messi, cristiano ronaldo, neymar, kylian mbappé, erling haaland, luka modrić, zinedine zidane, david beckham, ronaldinho, pelé, diego maradona",1,54515.9,sportspersons
8PAKX1OM,fish,fish,1,2121,animals
8PAKX1OM,bird,bird,2,1008,animals
8PAKX1OM,dog,dog,3,1074,animals
8PAKX1OM,cat,cat,4,681,animals
8PAKX1OM,kangaroo,kangaroo,5,5563,animals
8PAKX1OM,squirrel,squirrel,6,2709,animals
8PAKX1OM,snail,snail,7,1333,animals
8PAKX1OM,whale,whale,8,2591,animals
8PAKX1OM,norwhal,narwhal,9,1718,animals
8PAKX1OM,beluga,beluga,10,3067,animals
8PAKX1OM,orca,orca,11,2870,animals
8PAKX1OM,frog,frog,12,2513,animals
8PAKX1OM,hedgehog,hedgehog,13,2196,animals
8PAKX1OM,chipmunk,chipmunk,14,6325,animals
8PAKX1OM,snake,snake,15,2303,animals
8PAKX1OM,bat,bat,16,2619,animals
8PAKX1OM,bloodhound,bloodhound,17,5678,animals
8PAKX1OM,flamingo,flamingo,18,6796,animals
8PAKX1OM,horse,horse,19,5237,animals
8PAKX1OM,Peter michaelson,peter michaelson,1,6369,authors
8PAKX1OM,Agatha christie,agatha christie,2,3435,authors
8PAKX1OM,Kristy dallas alley,kristy dallas alley,3,7955,authors
8PAKX1OM,Richard alley,richard alley,4,2412,authors
8PAKX1OM,poe,edgar allan poe,5,3520,authors
8PAKX1OM,Steven king,stephen king,6,4926,authors
8PAKX1OM,bronte,brontë,7,6281,authors
8PAKX1OM,suzanne collins,suzanne collins,8,16333,authors
8PAKX1OM,ray bradbery,ray bradbury,9,4135,authors
8PAKX1OM,anthropology,anthropology,1,2575,college_majors
8PAKX1OM,sociology,sociology,2,2735,college_majors
8PAKX1OM,psychology,psychology,3,2664,college_majors
8PAKX1OM,econ,econ,4,1252,college_majors
8PAKX1OM,math,math,5,929,college_majors
8PAKX1OM,urban studies,urban studies,6,6768,college_majors
8PAKX1OM,english,english,7,5274,college_majors
8PAKX1OM,music,music,8,1110,college_majors
8PAKX1OM,EOS,eos,9,1881,college_majors
8PAKX1OM,arabic,arabic,10,3034,college_majors
8PAKX1OM,french,french,11,1206,college_majors
8PAKX1OM,italian,italian,12,2467,college_majors
8PAKX1OM,spanish,spanish,13,2018,college_majors
8PAKX1OM,romance languages,romance languages,14,5212,college_majors
8PAKX1OM,Latinx studies,latinx studies,15,3496,college_majors
8PAKX1OM,artic studies,arctic studies,16,7426,college_majors
8PAKX1OM,philosophy,philosophy,17,4117,college_majors
8PAKX1OM,bio,bio,18,2174,college_majors
8PAKX1OM,billie eilish,billie eilish,1,3380,musicians
8PAKX1OM,finneas,finneas,2,2109,musicians
8PAKX1OM,Olivia rodrigo,olivia rodrigo,3,5809,musicians
8PAKX1OM,Taylor swift,taylor swift,4,5592,musicians
8PAKX1OM,haim,haim,5,2922,musicians
8PAKX1OM,the Jonas brothers,the jonas brothers,6,4148,musicians
8PAKX1OM,Lizzy mcalpine,lizzy mcalpine,7,5325,musicians
8PAKX1OM,yana,yana,8,1967,musicians
8PAKX1OM,the goo goo dolls,the goo goo dolls,9,6356,musicians
8PAKX1OM,perry,perry,10,6666,musicians
8PAKX1OM,amber riley,amber riley,11,2470,musicians
8PAKX1OM,Kevin mchale,kevin mchale,12,1964,musicians
8PAKX1OM,lai michale,lai michale,13,5434,musicians
8PAKX1OM,Jonathan gross,jonathan gross,14,3873,musicians
8PAKX1OM,Lebron james,lebron james,1,19450,sportspersons
8PAKX1OM,Stephen curry,stephen curry,2,5299,sportspersons
8PAKX1OM,shaq,shaquille o'neal,3,2209,sportspersons
8PAKX1OM,tiger woods,tiger woods,4,3348,sportspersons
8PAKX1OM,kobe,kobe bryant,5,6315,sportspersons
8PAKX1OM,Michael phelps,michael phelps,6,9168,sportspersons
8PAKX1OM,lochne,lochne,7,6667,sportspersons
8ZC5BFHF,squirrel,squirrel,1,1835.9,animals
8ZC5BFHF,chipmunk,chipmunk,2,1634.3,animals
8ZC5BFHF,zebra,zebra,3,1803.3,animals
8ZC5BFHF,giraffe,giraffe,4,1586.1,animals
8ZC5BFHF,dog,dog,5,667,animals
8ZC5BFHF,cat,cat,6,871.6,animals
8ZC5BFHF,lion,lion,7,2225.4,animals
8ZC5BFHF,jaguar,jaguar,8,1716.4,animals
8ZC5BFHF,cougar,cougar,9,1669.6,animals
8ZC5BFHF,cheetah,cheetah,10,3776.6,animals
8ZC5BFHF,dolphin,dolphin,11,2166.9,animals
8ZC5BFHF,fish,fish,12,1065.4,animals
8ZC5BFHF,shark,shark,13,1113,animals
8ZC5BFHF,lizard,lizard,14,3506,animals
8ZC5BFHF,horse,horse,15,2310.7,animals
8ZC5BFHF,cow,cow,16,1020.4,animals
8ZC5BFHF,pig,pig,17,1041.3,animals
8ZC5BFHF,chicken,chicken,18,2041.4,animals
8ZC5BFHF,turkey,turkey,19,1333.6,animals
8ZC5BFHF,donkey,donkey,20,1116.7,animals
8ZC5BFHF,mule,mule,21,880,animals
8ZC5BFHF,orca,orca,22,4374.8,animals
8ZC5BFHF,rabbit,rabbit,23,2624.7,animals
8ZC5BFHF,guinea pig,guinea pig,24,2179,animals
8ZC5BFHF,hamster,hamster,25,2068.2,animals
8ZC5BFHF,ferret,ferret,26,2677.9,animals
8ZC5BFHF,mink,mink,27,2149.9,animals
8ZC5BFHF,moose,moose,28,2204.8,animals
8ZC5BFHF,deer,deer,29,928.7,animals
8ZC5BFHF,hawk,hawk,30,1791.7,animals
8ZC5BFHF,eagle,eagle,31,2227.7,animals
8ZC5BFHF,roald dahl,roald dahl,1,2162.3,authors
8ZC5BFHF,jk rowling,j.k. rowling,2,2047.5,authors
8ZC5BFHF,shell silverstein,shel silverstein,3,3500.6,authors
8ZC5BFHF,abu lughod,abu-lughod,4,1987.8,authors
8ZC5BFHF,colleen hoover,colleen hoover,5,8094.5,authors
8ZC5BFHF,emily henry,emily henry,6,3892.6,authors
8ZC5BFHF,michelle obama,michelle obama,7,3824.5,authors
8ZC5BFHF,bell hooke,bell hooks,8,12311,authors
8ZC5BFHF,lorber,judith lorber,9,10755.8,authors
8ZC5BFHF,math,math,1,1111,college_majors
8ZC5BFHF,econ,econ,2,945.1,college_majors
8ZC5BFHF,business,business,3,1529,college_majors
8ZC5BFHF,accounting,accounting,4,3008.8,college_majors
8ZC5BFHF,english,english,5,1716.2,college_majors
8ZC5BFHF,visual arts,visual arts,6,2254.3,college_majors
8ZC5BFHF,performing arts,performing arts,7,2933.6,college_majors
8ZC5BFHF,hispanic studies,hispanic studies,8,4133,college_majors
8ZC5BFHF,french,french,9,2361.9,college_majors
8ZC5BFHF,religion,religion,10,2710.7,college_majors
8ZC5BFHF,biology,biology,11,2607.1,college_majors
8ZC5BFHF,biochemistry,biochemistry,12,2590.6,college_majors
8ZC5BFHF,chemistry,chemistry,13,2896.1,college_majors
8ZC5BFHF,earth and ocean studies,earth and ocean studies,14,4787.8,college_majors
8ZC5BFHF,anthropology,anthropology,15,7208.6,college_majors
8ZC5BFHF,sociology,sociology,16,1857.5,college_majors
8ZC5BFHF,physcology,psychology,17,3599.8,college_majors
8ZC5BFHF,neuroscience,neuroscience,18,3371.1,college_majors
8ZC5BFHF,computer science,computer science,19,3895.9,college_majors
8ZC5BFHF,role model,role model,1,1928.1,musicians
8ZC5BFHF,lorde,lorde,2,1087.6,musicians
8ZC5BFHF,taylor swift,taylor swift,3,2016.7,musicians
8ZC5BFHF,ed sheeran,ed sheeran,4,1703.4,musicians
8ZC5BFHF,caamp,caamp,5,1625,musicians
8ZC5BFHF,sumbuck,sumbuck,6,1616,musicians
8ZC5BFHF,mt. joy,mt. joy,7,2574.7,musicians
8ZC5BFHF,sammy rae and the friends,sammy rae & the friends,8,7305.5,musicians
8ZC5BFHF,lake street dive,lake street dive,9,5771,musicians
8ZC5BFHF,couch,couch,10,2150.2,musicians
8ZC5BFHF,melt,melt,11,1791.5,musicians
8ZC5BFHF,sierra ferrell,sierra ferrell,12,3254,musicians
8ZC5BFHF,conan gray,conan gray,13,8721.2,musicians
8ZC5BFHF,sabrina carpenter,sabrina carpenter,14,4424.7,musicians
8ZC5BFHF,ariana grande,ariana grande,15,3139.8,musicians
8ZC5BFHF,drake,drake,16,2676.1,musicians
8ZC5BFHF,kendrick lamar,kendrick lamar,17,2779.5,musicians
8ZC5BFHF,kanye west,kanye west,18,3033.1,musicians
8ZC5BFHF,mikaela shiffrin,mikaela shiffrin,1,3915.1,sportspersons
8ZC5BFHF,lindsey vonn,lindsey vonn,2,3047.5,sportspersons
8ZC5BFHF,gus schumacher,gus schumacher,3,4898.3,sportspersons
8ZC5BFHF,johannes klaebo,johannes høsflot klæbo,4,4603.9,sportspersons
8ZC5BFHF,jess diggins,jessica diggins,5,2561.7,sportspersons
8ZC5BFHF,julia kearns,julia kearns,6,5446.5,sportspersons
