Subject,response,corrected_response,entry_number,response_times,domain,
8ZC5BFHF,guinea pig,guinea pig,24,2179,animals,
8ZC5BFHF,hamster,hamster,25,2068.2,animals,
8ZC5BFHF,ferret,ferret,26,2677.9,animals,
8ZC5BFHF,mink,mink,27,2149.9,animals,
8ZC5BFHF,moose,moose,28,2204.8,animals,
8ZC5BFHF,deer,deer,29,928.7,animals,
8ZC5BFHF,hawk,hawk,30,1791.7,animals,
8ZC5BFHF,eagle,eagle,31,2227.7,animals,
8ZC5BFHF,roald dahl,Roald Dahl,1,2162.3,authors,
8ZC5BFHF,jk rowling,J.K. Rowling,2,2047.5,authors,
8ZC5BFHF,shell silverstein,Shel Silverstein,3,3500.6,authors,
8ZC5BFHF,abu lughod,Abu-Lughod,4,1987.8,authors,
8ZC5BFHF,colleen hoover,Colleen Hoover,5,8094.5,authors,
8ZC5BFHF,emily henry,Emily Henry,6,3892.6,authors,
8ZC5BFHF,michelle obama,Michelle Obama,7,3824.5,authors,
8ZC5BFHF,bell hooke,Bell Hooks,8,12311,authors,
8ZC5BFHF,lorber,Judith Lorber,9,10755.8,authors,
8ZC5BFHF,math,math,1,1111,college_majors,
8ZC5BFHF,econ,econ,2,945.1,college_majors,
8ZC5BFHF,business,business,3,1529,college_majors,
8ZC5BFHF,accounting,accounting,4,3008.8,college_majors,
8ZC5BFHF,english,english,5,1716.2,college_majors,
8ZC5BFHF,visual arts,visual arts,6,2254.3,college_majors,
8ZC5BFHF,performing arts,performing arts,7,2933.6,college_majors,
8ZC5BFHF,hispanic studies,Hispanic studies,8,4133,college_majors,
8ZC5BFHF,french,french,9,2361.9,college_majors,
8ZC5BFHF,religion,religion,10,2710.7,college_majors,
8ZC5BFHF,biology,biology,11,2607.1,college_majors,
8ZC5BFHF,biochemistry,biochemistry,12,2590.6,college_majors,
8ZC5BFHF,chemistry,chemistry,13,2896.1,college_majors,
8ZC5BFHF,earth and ocean studies,Earth and Ocean Studies,14,4787.8,college_majors,
8ZC5BFHF,anthropology,anthropology,15,7208.6,college_majors,
8ZC5BFHF,sociology,sociology,16,1857.5,college_majors,
8ZC5BFHF,physcology,psychology,17,3599.8,college_majors,
8ZC5BFHF,neuroscience,neuroscience,18,3371.1,college_majors,
8ZC5BFHF,computer science,computer science,19,3895.9,college_majors,
8ZC5BFHF,role model,Role Model,1,1928.1,musicians,
8ZC5BFHF,lorde,Lorde,2,1087.6,musicians,
8ZC5BFHF,taylor swift,Taylor Swift,3,2016.7,musicians,
8ZC5BFHF,ed sheeran,Ed Sheeran,4,1703.4,musicians,
8ZC5BFHF,caamp,CAAMP,5,1625,musicians,
8ZC5BFHF,sumbuck,Sumbuck,6,1616,musicians,
8ZC5BFHF,mt. joy,Mt. Joy,7,2574.7,musicians,
8ZC5BFHF,sammy rae and the friends,Sammy Rae & The Friends,8,7305.5,musicians,
8ZC5BFHF,lake street dive,Lake Street Dive,9,5771,musicians,
8ZC5BFHF,couch,Couch,10,2150.2,musicians,
8ZC5BFHF,melt,Melt,11,1791.5,musicians,
8ZC5BFHF,sierra ferrell,Sierra Ferrell,12,3254,musicians,
8ZC5BFHF,conan gray,Conan Gray,13,8721.2,musicians,
8ZC5BFHF,sabrina carpenter,Sabrina Carpenter,14,4424.7,musicians,
8ZC5BFHF,ariana grande,Ariana Grande,15,3139.8,musicians,
8ZC5BFHF,drake,Drake,16,2676.1,musicians,
8ZC5BFHF,kendrick lamar,Kendrick Lamar,17,2779.5,musicians,
8ZC5BFHF,kanye west,Kanye West,18,3033.1,musicians,
8ZC5BFHF,mikaela shiffrin,Mikaela Shiffrin,1,3915.1,sportspersons,
8ZC5BFHF,lindsey vonn,Lindsey Vonn,2,3047.5,sportspersons,
8ZC5BFHF,gus schumacher,Gus Schumacher,3,4898.3,sportspersons,
8ZC5BFHF,johannes klaebo,Johannes Høsflot Klæbo,4,4603.9,sportspersons,
8ZC5BFHF,jess diggins,Jessica Diggins,5,2561.7,sportspersons,
8ZC5BFHF,julia kearns,Julia Kearns,6,5446.5,sportspersons,
8ZC5BFHF,michael phelps,Michael Phelps,7,6833.5,sportspersons,
8ZC5BFHF,katie ledecky,Katie Ledecky,8,3208.1,sportspersons,
8ZC5BFHF,allie raisman,Aly Raisman,9,5091.6,sportspersons,
8ZC5BFHF,simone biles,Simone Biles,10,2212.3,sportspersons,
8ZC5BFHF,serena williams,Serena Williams,11,7279.6,sportspersons,
8ZC5BFHF,venus williams,Venus Williams,12,3621.7,sportspersons,
8ZC5BFHF,michael jordan,Michael Jordan,13,4802.9,sportspersons,
97N7CQ49,Elephant,Elephant,1,2405,animals,
97N7CQ49,Tiger,Tiger,2,1085.9,animals,
97N7CQ49,Kangaroo,Kangaroo,3,2215.7,animals,
97N7CQ49,Bunny,Bunny,4,2130.7,animals,
97N7CQ49,Possum,Possum,5,6721,animals,
97N7CQ49,Echidna,Echidna,6,3644.7,animals,
97N7CQ49,Porcupine,Porcupine,7,3232.8,animals,
97N7CQ49,Rat,Rat,8,1987.9,animals,
97N7CQ49,Turtle,Turtle,9,3244,animals,
97N7CQ49,Zebra,Zebra,10,8183.1,animals,
97N7CQ49,Lion,Lion,11,1438.8,animals,
97N7CQ49,Bear,Bear,12,2094.6,animals,
97N7CQ49,Horse,Horse,13,6105.6,animals,
97N7CQ49,Dog,Dog,14,3077.4,animals,
97N7CQ49,Cat,Cat,15,943,animals,
97N7CQ49,Lizard,Lizard,16,3049.3,animals,
97N7CQ49,Kazuo Ishigiro,Kazuo Ishiguro,1,4405.9,authors,
97N7CQ49,Dr. Seuss,Dr. Seuss,2,5550,authors,
97N7CQ49,Rick Riordan,Rick Riordan,3,11399.6,authors,
97N7CQ49,Leigh Bardugo,Leigh Bardugo,4,10923.1,authors,
97N7CQ49,JK Rowling,J.K. Rowling,5,3982,authors,
97N7CQ49,C.E Lewis,C. S. Lewis,6,8422.7,authors,
97N7CQ49,Asian Studies,Asian Studies,1,2438.6,college_majors,
97N7CQ49,Education,Education,2,2318.7,college_majors,
97N7CQ49,Mathematics,Mathematics,3,1914.3,college_majors,
97N7CQ49,Envirnomental Studies,Environmental Studies,4,3464,college_majors,
97N7CQ49,Earth and Oceanographic Studies,Earth and Oceanographic Studies,5,10369.2,college_majors,
97N7CQ49,Hispanic Studies,Hispanic Studies,6,7235.7,college_majors,
97N7CQ49,Anthropology,Anthropology,7,3166.6,college_majors,
97N7CQ49,Chemistry,Chemistry,8,3779.7,college_majors,
97N7CQ49,Biology,Biology,9,3546.6,college_majors,
97N7CQ49,Physics,Physics,10,1341.2,college_majors,
97N7CQ49,History,History,11,5443.5,college_majors,
97N7CQ49,Classics,Classics,12,1222.5,college_majors,
97N7CQ49,English,English,13,3798.8,college_majors,
97N7CQ49,Francophone,Francophone Studies,14,3615.4,college_majors,
97N7CQ49,Africana,Africana Studies,15,4535.7,college_majors,
97N7CQ49,Taylor Swift,Taylor Swift,1,7839.4,musicians,
97N7CQ49,Harry Styles,Harry Styles,2,2827.4,musicians,
97N7CQ49,Billie Eilish,Billie Eilish,3,3304.2,musicians,
97N7CQ49,Bad Bunny,Bad Bunny,4,9978,musicians,
97N7CQ49,Kendrick Lamar,Kendrick Lamar,5,3961.9,musicians,
97N7CQ49,Drake,Drake,6,2161,musicians,
97N7CQ49,Sia,Sia,7,4466.7,musicians,
97N7CQ49,Selena Gomez,Selena Gomez,8,21083.1,musicians,
97N7CQ49,Sabrina,Sabrina Carpenter,9,4288.6,musicians,
97N7CQ49,Lionel Messi,Lionel Messi,1,3766.6,sportspersons,
97N7CQ49,Lebron James,LeBron James,2,2589.3,sportspersons,
97N7CQ49,Tom Brady,Tom Brady,3,8905.9,sportspersons,
97N7CQ49,Critiano Ronaldo,Cristiano Ronaldo,4,29891.5,sportspersons,
97N7CQ49,Serena williams,Serena Williams,5,5173.1,sportspersons,
97N7CQ49,Micheal Jordan,Michael Jordan,6,6225.8,sportspersons,
9KZ4Q91O,green jay,Green Jay,1,1463.9,animals,
9KZ4Q91O,blue jay,Blue Jay,2,1279.7,animals,
9KZ4Q91O,northern cardinal,Northern Cardinal,3,1506.2,animals,
9KZ4Q91O,northern flicker,Northern Flicker,4,1225.1,animals,
9KZ4Q91O,western meadowlark,Western Meadowlark,5,1537,animals,
9KZ4Q91O,eastern meadowlark,Eastern Meadowlark,6,2090.5,animals,
9KZ4Q91O,downy woodpecker,Downy Woodpecker,7,2000.2,animals,
9KZ4Q91O,red-headed woodpecker,Red-headed Woodpecker,8,2851.4,animals,
9KZ4Q91O,song sparrow,Song Sparrow,9,4178.6,animals,
9KZ4Q91O,house sparrow,House Sparrow,10,1263,animals,
9KZ4Q91O,california towhee,California Towhee,11,3362,animals,
9KZ4Q91O,spotted towhee,Spotted Towhee,12,2279.4,animals,
9KZ4Q91O,bullfrog,Bullfrog,13,2534.4,animals,
9KZ4Q91O,red-eyed vireo,Red-eyed Vireo,14,6845.6,animals,
9KZ4Q91O,warbling vireo,Warbling Vireo,15,1370.3,animals,
9KZ4Q91O,brown-headed belican,Brown-headed Bunting,16,5703.9,animals,
9KZ4Q91O,anna's hummingbird,Anna's Hummingbird,17,2633.8,animals,
9KZ4Q91O,rufous-backed hummingbird,Rufous-backed Hummingbird,18,3473.4,animals,
9KZ4Q91O,yellow warbler,Yellow Warbler,19,3854.7,animals,
9KZ4Q91O,black and white warbler,Black-and-white Warbler,20,1751,animals,
9KZ4Q91O,magnolia warbler,Magnolia Warbler,21,6285.2,animals,
9KZ4Q91O,savannah brown,Savannah Brown,1,2318.3,authors,
9KZ4Q91O,kate elizabeth russell,Kate Elizabeth Russell,2,4426.5,authors,
9KZ4Q91O,jung,Jung,3,666.7,authors,
9KZ4Q91O,campbell,Campbell,4,1700.2,authors,
9KZ4Q91O,freud,Freud,5,3353.9,authors,
9KZ4Q91O,bell hooks,Bell Hooks,6,1733.8,authors,
9KZ4Q91O,nabokov,Nabokov,7,14101.4,authors,
9KZ4Q91O,murakami,Murakami,8,5486.4,authors,
9KZ4Q91O,sakaya murata,Sayaka Murata,9,7448.1,authors,
9KZ4Q91O,oscar wilde,Oscar Wilde,10,6971.7,authors,
9KZ4Q91O,anne frank,Anne Frank,11,9833.3,authors,
9KZ4Q91O,business,business,1,1752.4,college_majors,
9KZ4Q91O,marketing,marketing,2,1046,college_majors,
9KZ4Q91O,media studies,Media Studies,3,1646.4,college_majors,
9KZ4Q91O,cinema studies,Cinema Studies,4,1431.8,college_majors,
9KZ4Q91O,biology,biology,5,1238.6,college_majors,
9KZ4Q91O,environmental science,Environmental Science,6,2141.2,college_majors,
9KZ4Q91O,environmental studies,Environmental Studies,7,1615.8,college_majors,
9KZ4Q91O,bioinformatics,Bioinformatics,8,1579.6,college_majors,
9KZ4Q91O,evolutionary and ecological biology,Evolutionary and Ecological Biology,9,5063.3,college_majors,
9KZ4Q91O,chemistry,chemistry,10,3848.7,college_majors,
9KZ4Q91O,biochemistry,biochemistry,11,1218.8,college_majors,
9KZ4Q91O,archaeology,archaeology,12,1464.3,college_majors,
9KZ4Q91O,anthropology,anthropology,13,1636.4,college_majors,
9KZ4Q91O,sociology,sociology,14,1225.9,college_majors,
9KZ4Q91O,psychology,psychology,15,1480,college_majors,
9KZ4Q91O,physics,physics,16,4642.1,college_majors,
9KZ4Q91O,biophysics,biophysics,17,5334.8,college_majors,
9KZ4Q91O,civil engineering,civil engineering,18,2566.4,college_majors,
9KZ4Q91O,electrical and computer engineering,Electrical and Computer Engineering,19,4229.8,college_majors,
9KZ4Q91O,bioengineering,bioengineering,20,10431.9,college_majors,
9KZ4Q91O,mechanical engineering,mechanical engineering,21,2834.6,college_majors,
9KZ4Q91O,bach,Bach,1,1074.8,musicians,
9KZ4Q91O,strauss,Strauss,2,1307.5,musicians,
9KZ4Q91O,debussy,Debussy,3,1218.6,musicians,
9KZ4Q91O,mozart,Mozart,4,1067.8,musicians,
9KZ4Q91O,vivaldi,Vivaldi,5,1824.1,musicians,
9KZ4Q91O,beethoven,Beethoven,6,7800.4,musicians,
9KZ4Q91O,philip glass,Philip Glass,7,20811.3,musicians,
9KZ4Q91O,tchaikovsky,Tchaikovsky,8,14625.5,musicians,
9KZ4Q91O,mendelsson,Mendelssohn,9,3966.7,musicians,
9KZ4Q91O,twoset violin,Twoset Violin,10,4441.4,musicians,
9KZ4Q91O,michael jordan,Michael Jordan,1,4265.2,sportspersons,
9KZ4Q91O,tom brady,Tom Brady,2,5286,sportspersons,
9KZ4Q91O,tiger woods,Tiger Woods,3,35641.9,sportspersons,
9O2ABUMY,Monkey,Monkey,1,3196,animals,
9O2ABUMY,Sealiion,Sea lion,2,2999,animals,
9O2ABUMY,Antelope,Antelope,3,6419,animals,
9O2ABUMY,Ant,Ant,4,2608,animals,
9O2ABUMY,Cat,Cat,5,2438,animals,
9O2ABUMY,Dog,Dog,6,996,animals,
9O2ABUMY,Elephant,Elephant,7,3486,animals,
9O2ABUMY,Horse,Horse,8,3298,animals,
9O2ABUMY,Mule,Mule,9,2168,animals,
9O2ABUMY,Rabbit,Rabbit,10,6931,animals,
9O2ABUMY,Fox,Fox,11,1232,animals,
9O2ABUMY,Bull,Bull,12,5818,animals,
9O2ABUMY,Gecko,Gecko,13,4299,animals,
9O2ABUMY,Chameleon,Chameleon,14,3635,animals,
9O2ABUMY,Snake,Snake,15,9385,animals,
9O2ABUMY,Zora Neale Hurston,Zora Neale Hurston,1,6068,authors,
9O2ABUMY,Bell Hooks,Bell Hooks,2,5958,authors,
9O2ABUMY,Toni Morrison,Toni Morrison,3,3679,authors,
9O2ABUMY,Octavia Butler,Octavia Butler,4,6116,authors,
9O2ABUMY,Dr. Suess,Dr. Seuss,5,9286,authors,
9O2ABUMY,Stephen King,Stephen King,6,13654,authors,
9O2ABUMY,Poli Sci,Political Science,1,3691,college_majors,
9O2ABUMY,Communications,Communications,2,2991,college_majors,
9O2ABUMY,Economics,Economics,3,7054,college_majors,
9O2ABUMY,Nursing,Nursing,4,5533,college_majors,
9O2ABUMY,English,English,5,5300,college_majors,
9O2ABUMY,Math,Math,6,4733,college_majors,
9O2ABUMY,Physics,Physics,7,4934,college_majors,
9O2ABUMY,Neuroscience,Neuroscience,8,7939,college_majors,
9O2ABUMY,Environmental Science,Environmental Science,9,5333,college_majors,
9O2ABUMY,Anthropology,Anthropology,10,6613,college_majors,
9O2ABUMY,Ariana Grande,Ariana Grande,1,5517,musicians,
9O2ABUMY,Whitney Houston,Whitney Houston,2,5199,musicians,
9O2ABUMY,Beyonce,Beyoncé,3,5902,musicians,
9O2ABUMY,Stevie Wonder,Stevie Wonder,4,5900,musicians,
9O2ABUMY,Rihanna,Rihanna,5,4624,musicians,
9O2ABUMY,Prince,Prince,6,6541,musicians,
9O2ABUMY,Michael Jackson,Michael Jackson,7,5155,musicians,
9O2ABUMY,Bruno Mars,Bruno Mars,8,15367,musicians,
9O2ABUMY,Michael Jordan,Michael Jordan,1,5246,sportspersons,
9O2ABUMY,Angel Reese,Angel Reese,2,3985,sportspersons,
9O2ABUMY,Larry Bird,Larry Bird,3,3111,sportspersons,
9O2ABUMY,Serena Williams,Serena Williams,4,7092,sportspersons,
9O2ABUMY,Venus Williams,Venus Williams,5,3888,sportspersons,
9O2ABUMY,Jackie Robinson,Jackie Robinson,6,9083,sportspersons,
9O2ABUMY,Dwayne Wade,Dwyane Wade,7,11832,sportspersons,
9O2ABUMY,Kobe Bryant,Kobe Bryant,8,6263,sportspersons,
9O2ABUMY,Kyrie Irving,Kyrie Irving,9,5786,sportspersons,
A5YUTA1F,Ant,Ant,1,1068,animals,
A5YUTA1F,goat,goat,2,1117,animals,
A5YUTA1F,cow,cow,3,799,animals,
A5YUTA1F,pig,pig,4,1553,animals,
A5YUTA1F,elephant,elephant,5,1868,animals,
A5YUTA1F,salmon,salmon,6,2394,animals,
A5YUTA1F,trout,trout,7,2260,animals,
A5YUTA1F,tiger,tiger,8,2443,animals,
A5YUTA1F,lion,lion,9,1680,animals,
A5YUTA1F,panther,panther,10,1973,animals,
A5YUTA1F,skunk,skunk,11,1352,animals,
A5YUTA1F,hippo,hippo,12,1844,animals,
A5YUTA1F,stork,stork,13,4355,animals,
A5YUTA1F,seagull,seagull,14,1932,animals,
A5YUTA1F,pigeon,pigeon,15,2574,animals,
A5YUTA1F,boar,boar,16,3009,animals,
A5YUTA1F,elk,elk,17,1131,animals,
A5YUTA1F,reindeer,reindeer,18,3148,animals,
A5YUTA1F,dog,dog,19,1120,animals,
A5YUTA1F,wolf,wolf,20,997,animals,
A5YUTA1F,possum,possum,21,4170,animals,
A5YUTA1F,giraffe,giraffe,22,8446,animals,
A5YUTA1F,badger,badger,23,3809,animals,
A5YUTA1F,raccoon,raccoon,24,3319,animals,
A5YUTA1F,JJ Rowling,J.K. Rowling,1,13430,authors,
A5YUTA1F,DCS,DCS,1,2104,college_majors,
A5YUTA1F,Comp Sci,Computer Science,2,4090,college_majors,
A5YUTA1F,Political Sci,Political Science,3,3063,college_majors,
A5YUTA1F,Biochem,Biochemistry,4,1895,college_majors,
A5YUTA1F,Chem,Chemistry,5,1172,college_majors,
A5YUTA1F,Physics,Physics,6,2746,college_majors,
A5YUTA1F,Math,Mathematics,7,1642,college_majors,
A5YUTA1F,Education,Education,8,1817,college_majors,
A5YUTA1F,English,English,9,2027,college_majors,
A5YUTA1F,Art History,Art History,10,5323,college_majors,
A5YUTA1F,Anthropology,Anthropology,11,5324,college_majors,
A5YUTA1F,Cinema Studies,Cinema Studies,12,3416,college_majors,
A5YUTA1F,Statistics,Statistics,13,2419,college_majors,
A5YUTA1F,Business,Business,14,2150,college_majors,
A5YUTA1F,Finance,Finance,15,4230,college_majors,
A5YUTA1F,Economics,Economics,16,4283,college_majors,
A5YUTA1F,Classics,Classics,17,5093,college_majors,
A5YUTA1F,Drake,Drake,1,1805,musicians,
A5YUTA1F,Mozart,Mozart,2,2457,musicians,
A5YUTA1F,Avicii,Avicii,3,3333,musicians,
A5YUTA1F,Eagles,The Eagles,4,2039,musicians,
A5YUTA1F,Beatles,The Beatles,5,3197,musicians,
A5YUTA1F,Taylor Swift,Taylor Swift,6,4975,musicians,
A5YUTA1F,NSync,*NSYNC,7,22271,musicians,
A5YUTA1F,Major Lazer,Major Lazer,8,9525,musicians,
A5YUTA1F,Tiger Woods,Tiger Woods,1,3128,sportspersons,
A5YUTA1F,Michael Phelps,Michael Phelps,2,4973,sportspersons,
A5YUTA1F,Michael Jordan,Michael Jordan,3,4626,sportspersons,
A5YUTA1F,Steph Curry,Stephen Curry,4,7864,sportspersons,
A5YUTA1F,Lin Lie,Lin Lie,5,7410,sportspersons,
A5YUTA1F,Usain Bolt,Usain Bolt,6,7125,sportspersons,
A5YUTA1F,Tom Brady,Tom Brady,7,20528,sportspersons,
AJVNZ9CE,cat,cat,1,2039.4,animals,
AJVNZ9CE,dog,dog,2,898,animals,
AJVNZ9CE,mouse,mouse,3,1102.7,animals,
AJVNZ9CE,rat,rat,4,641.1,animals,
AJVNZ9CE,giraffe,giraffe,5,2632.1,animals,
AJVNZ9CE,hamster,hamster,6,2710.6,animals,
AJVNZ9CE,human,human,7,1390.8,animals,
AJVNZ9CE,girbile,gerbil,8,2141.8,animals,
AJVNZ9CE,horse,horse,9,1754.2,animals,
AJVNZ9CE,pony,pony,10,1404.1,animals,
AJVNZ9CE,panda,panda,11,6740.8,animals,
AJVNZ9CE,black bear,black bear,12,4658.9,animals,
AJVNZ9CE,polar bear,polar bear,13,2199.6,animals,
AJVNZ9CE,grizzly bear,grizzly bear,14,3451.2,animals,
AJVNZ9CE,birds,birds,15,5558.3,animals,
AJVNZ9CE,parrot,parrot,16,1232.2,animals,
AJVNZ9CE,moose,moose,17,2172.6,animals,
AJVNZ9CE,deer,deer,18,1728.7,animals,
AJVNZ9CE,racoon,raccoon,19,2819.2,animals,
AJVNZ9CE,monkey,monkey,20,4698.3,animals,
AJVNZ9CE,red monkey,red monkey,21,2174,animals,
AJVNZ9CE,snake,snake,22,5044.6,animals,
AJVNZ9CE,albert camus,Albert Camus,1,3806,authors,
AJVNZ9CE,jk rowling,J.K. Rowling,2,20163,authors,
AJVNZ9CE,george orwell,George Orwell,3,18815.1,authors,
AJVNZ9CE,biology,biology,1,2761.2,college_majors,
AJVNZ9CE,chemistry,chemistry,2,1912.7,college_majors,
AJVNZ9CE,data science,data science,3,2236,college_majors,
AJVNZ9CE,poltical science,political science,4,3650.6,college_majors,
AJVNZ9CE,government,government,5,1587.6,college_majors,
AJVNZ9CE,law,law,6,891.8,college_majors,
AJVNZ9CE,hsitory,history,7,2186.4,college_majors,
AJVNZ9CE,art history,art history,8,2446.5,college_majors,
AJVNZ9CE,european history,european history,9,3168.2,college_majors,
AJVNZ9CE,psychology,psychology,10,6437,college_majors,
AJVNZ9CE,philosophy,philosophy,11,4529.7,college_majors,
AJVNZ9CE,kinesiology,kinesiology,12,10408.5,college_majors,
AJVNZ9CE,economics,economics,13,2050.3,college_majors,
AJVNZ9CE,education,education,14,1627.5,college_majors,
AJVNZ9CE,computer science,computer science,15,8825.7,college_majors,
AJVNZ9CE,math,math,16,1222.4,college_majors,
AJVNZ9CE,statistics,statistics,17,2424.1,college_majors,
AJVNZ9CE,sabrina carpenter,Sabrina Carpenter,1,7506.8,musicians,
AJVNZ9CE,future,Future,2,1703.4,musicians,
AJVNZ9CE,drake,Drake,3,1038.6,musicians,
AJVNZ9CE,kendrik lamar,Kendrick Lamar,4,3792,musicians,
AJVNZ9CE,bad bunny,Bad Bunny,5,2544.3,musicians,
AJVNZ9CE,taylor swift,Taylor Swift,6,2910.7,musicians,
AJVNZ9CE,gracie abrams,Gracie Abrams,7,2267.6,musicians,
AJVNZ9CE,lil uzi vert,Lil Uzi Vert,8,5957.6,musicians,
AJVNZ9CE,fleetwood mac,Fleetwood Mac,9,3484.3,musicians,
AJVNZ9CE,luke combs,Luke Combs,10,3901,musicians,
AJVNZ9CE,the eagles,The Eagles,11,2721.1,musicians,
AJVNZ9CE,the beatles,The Beatles,12,1960.6,musicians,
AJVNZ9CE,the chicks,The Chicks,13,1699.8,musicians,
AJVNZ9CE,lil yachty,Lil Yachty,14,5299.5,musicians,
AJVNZ9CE,41,41,15,1214.8,musicians,
AJVNZ9CE,pop smoke,Pop Smoke,16,3571.6,musicians,
AJVNZ9CE,young melly,YNW Melly,17,5587.8,musicians,
AJVNZ9CE,stephan curry,Stephen Curry,1,4872.8,sportspersons,
AJVNZ9CE,kobe bryant,Kobe Bryant,2,2189.9,sportspersons,
AJVNZ9CE,kevin durant,Kevin Durant,3,3259.9,sportspersons,
AJVNZ9CE,lebron james,LeBron James,4,2862,sportspersons,
AJVNZ9CE,venice williams,Venus Williams,5,3286.6,sportspersons,
AJVNZ9CE,serena williams,Serena Williams,6,2541.2,sportspersons,
AJVNZ9CE,elena delle don,Elena Delle Donne,7,7628.9,sportspersons,
AJVNZ9CE,paige buekers,Paige Bueckers,8,4482.1,sportspersons,
AJVNZ9CE,azzi fudd,Azzi Fudd,9,2528.3,sportspersons,
AJVNZ9CE,jenny finch,Jennie Finch,10,20270.9,sportspersons,
AWO2EA8Q,dog,dog,1,1224,animals,
AWO2EA8Q,cat,cat,2,580,animals,
AWO2EA8Q,bunny,bunny,3,1134,animals,
AWO2EA8Q,pig,pig,4,896,animals,
AWO2EA8Q,lamb,lamb,5,904,animals,
AWO2EA8Q,dinosaur,dinosaur,6,1097,animals,
AWO2EA8Q,goat,goat,7,2268,animals,
AWO2EA8Q,snake,snake,8,4383,animals,
AWO2EA8Q,horse,horse,9,638,animals,
AWO2EA8Q,cow,cow,10,1179,animals,
AWO2EA8Q,donkey,donkey,11,1187,animals,
AWO2EA8Q,axolotl,axolotl,12,3807,animals,
AWO2EA8Q,giraffe,giraffe,13,10557,animals,
AWO2EA8Q,lion,lion,14,948,animals,
AWO2EA8Q,tiger,tiger,15,1584,animals,
AWO2EA8Q,cheeta,cheetah,16,965,animals,
AWO2EA8Q,leopard,leopard,17,1559,animals,
AWO2EA8Q,zebra,zebra,18,2166,animals,
AWO2EA8Q,hippo,hippo,19,1928,animals,
AWO2EA8Q,wildebeest,wildebeest,20,4575,animals,
AWO2EA8Q,meerkat,meerkat,21,7127,animals,
AWO2EA8Q,elephant,elephant,22,5897,animals,
AWO2EA8Q,jk rowling,J.K. Rowling,1,3090,authors,
AWO2EA8Q,jazz jennings,Jazz Jennings,2,8800,authors,
AWO2EA8Q,ruth olujobi,Ruth Olujobi,3,4180,authors,
AWO2EA8Q,biology,biology,1,1225,college_majors,
AWO2EA8Q,chemistry,chemistry,2,825,college_majors,
AWO2EA8Q,psychology,psychology,3,1294,college_majors,
AWO2EA8Q,physics,physics,4,849,college_majors,
AWO2EA8Q,math,mathematics,5,576,college_majors,
AWO2EA8Q,computer science,computer science,6,2008,college_majors,
AWO2EA8Q,neuroscience,neuroscience,7,1608,college_majors,
AWO2EA8Q,english,english,8,720,college_majors,
AWO2EA8Q,history,history,9,792,college_majors,
AWO2EA8Q,government,government,10,1176,college_majors,
AWO2EA8Q,philosophy,philosophy,11,1496,college_majors,
AWO2EA8Q,religion,religion,12,3109,college_majors,
AWO2EA8Q,education,education,13,1693,college_majors,
AWO2EA8Q,math,mathematics,14,1171,college_majors,
AWO2EA8Q,environmental studies,environmental studies,15,4588,college_majors,
AWO2EA8Q,anthropology,anthropology,16,1492,college_majors,
AWO2EA8Q,sociology,sociology,17,1189,college_majors,
AWO2EA8Q,theater and dance,theater and dance,18,1702,college_majors,
AWO2EA8Q,art,art,19,1025,college_majors,
AWO2EA8Q,art history,art history,20,1568,college_majors,
AWO2EA8Q,asian studies,Asian Studies,21,11604,college_majors,
AWO2EA8Q,chinese,chinese,22,1099,college_majors,
AWO2EA8Q,french,french,23,1180,college_majors,
AWO2EA8Q,spanish,spanish,24,1647,college_majors,
AWO2EA8Q,public health,public health,25,2969,college_majors,
AWO2EA8Q,elvis presley,Elvis Presley,1,2520,musicians,
AWO2EA8Q,elton john,Elton John,2,3064,musicians,
AWO2EA8Q,noah kahan,Noah Kahan,3,1707,musicians,
AWO2EA8Q,Taylor swift,Taylor Swift,4,2299,musicians,
AWO2EA8Q,katy perry,Katy Perry,5,5182,musicians,
AWO2EA8Q,beyonce,Beyoncé,6,1839,musicians,
AWO2EA8Q,the beatles,The Beatles,7,10759,musicians,
AWO2EA8Q,sammy rae,Sammy Rae,8,18673,musicians,
AWO2EA8Q,del water gap,Del Water Gap,9,4484,musicians,
AWO2EA8Q,shakira,Shakira,10,7681,musicians,
AWO2EA8Q,Serena williams,Serena Williams,1,2390,sportspersons,
AWO2EA8Q,venus williams,Venus Williams,2,1796,sportspersons,
AWO2EA8Q,novak djokovic,Novak Djokovic,3,4622,sportspersons,
AWO2EA8Q,tom brady,Tom Brady,4,3288,sportspersons,
AWO2EA8Q,Roger federer,Roger Federer,5,8685,sportspersons,
AWO2EA8Q,Andy murray,Andy Murray,6,1757,sportspersons,
AWO2EA8Q,Carlos alcaraz,Carlos Alcaraz,7,2539,sportspersons,
AWO2EA8Q,Rafael nadal,Rafael Nadal,8,2555,sportspersons,
AWO2EA8Q,lindsay vonn,Lindsey Vonn,9,1711,sportspersons,
AWO2EA8Q,lia thomas,Lia Thomas,10,10510,sportspersons,
AWO2EA8Q,Elena rybakina,Elena Rybakina,11,6943,sportspersons,
AWO2EA8Q,Victoria azarenka,Victoria Azarenka,12,4222,sportspersons,
AWO2EA8Q,Katie ledecky,Katie Ledecky,13,3206,sportspersons,
B3MZX5TF,cheetah,cheetah,1,2531.1,animals,
B3MZX5TF,lion,lion,2,848.4,animals,
B3MZX5TF,tiger,tiger,3,741,animals,
B3MZX5TF,seal,seal,4,1243.7,animals,
B3MZX5TF,sheep,sheep,5,2265,animals,
